"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Ownership Type","ownership_type","enumeration","","processing_application_information","true","Sole Proprietor (t3HlUrPlCqgZ0BgwO93xz); Partnership (toZG1hy5pzU7ajCBFbFKp); S Corporation (8U3rpBkaExOZ4NcflrRm2); C Corporation (po5yAVACW4y_okC_7xOvB); LLC (7DnwkFG3LboWAa3zlfSJu); Non-Profit (Q2yUTaySZOPBiM7JQo4vL); Government (skwbIkoz_vJgKIuvUaifN); Association (fssa_3gc66wV0Q_keuh4F)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Previous Processor Name","previous_processor_name","string","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Restaurant City","restaurant_city","string","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Restaurant State","restaurant_state","string","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Restaurant Street Address","restaurant_street_address","string","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Restaurant Zip Code","restaurant_zip_code","number","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Tax ID Number","tax_id_number","number","","processing_application_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Associated Department","associated_department","enumeration","","requests_information","true","Sales; Projects and Onboarding; Support; Growth; Special Projects; Administrative","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Associated Month","associated_month","enumeration","","requests_information","true","January; February; March; April; May; June; July; August; September; October; November; December","false","false","false","false","false","false","Lucas Graham","Form (2); Automation platform flow (2); Dependent conditional field (1)","0%","",""
"Cash Drawer Adjustment","cash_drawer_adjustment","enumeration","","requests_information","true","Add (0bU3ay8gG4eCCMDHIMhOs); Remove (0seKg6sH1BOONgb7EUFGQ); Replace (tVBeInPsIeNW8ruSZDXOF)","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"I'm interested in: ","checkboxes","enumeration","","requests_information","true","Current Client Support; Buying a System; Managed Marketing; Partnership","false","false","false","false","false","false","Lucas Graham","","0%","",""
"Coverage Plan","coverage_plan","string","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Date of Payment","date_of_payment","date","","requests_information","false","","false","false","false","false","false","false","Lucas Graham","","0%","",""
"Date of Work (if applicable)","date_of_request","date","","requests_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1); Dependent conditional field (1)","0%","",""
